Referencia;Cantidad con signo;Entradas;Salidas;Cantidad Abonada;Precio;Importe;Existencia;Precio medio;Valor del inventario oficial;Escalón de precio;Codigo Cliente;Codigo Factura;Codigo Pedido;Fecha Pedido;Hora Pedido;Fecha Factura;Serie Factura;Codigo Presupuesto;Codigo Comercial;Empresa Emisora;Pedido Web;Referencia Proveedor;Referencia Fabricante;Codigo Tarifa;Nombre Tarifa;Su Num Pedido
9;1;1;0;0;185.6800;-185.6800;0;0.0000;0.0000;1;57160;04-M/16-00045;01/04-M/16-00045;25-02-2016;17:21:38;4-03-2016;18;;518;4;No;;;8;NPVM;
PH 9465;-20;0;20;0;36.7300;734.6000;0;29.7508;0.0000;1;57160;04-M/16-00044;01/04-M/16-00005;7-01-2016;13:22:36;4-03-2016;18;;518;4;No;P6N;VESTA 650 LCD;8;NPVM;3459
PH 9460;-40;0;40;0;31.2400;1249.6000;0;24.8168;0.0000;1;57160;04-M/16-00044;01/04-M/16-00005;7-01-2016;13:22:36;4-03-2016;18;;518;4;No;P6V;VESTA 650 LED;8;NPVM;3459
PH 9406;-20;0;20;0;27.6000;552.0000;0;21.7199;0.0000;1;57160;04-M/16-00044;01/04-M/16-00005;7-01-2016;13:22:36;4-03-2016;18;;518;4;No;P6B(APEX 600);APEX 600;8;NPVM;3459
PH 9415;-4;0;4;0;93.0800;372.3200;0;74.2750;0.0000;1;57160;04-M/16-00044;01/04-M/16-00005;7-01-2016;13:22:36;4-03-2016;18;;518;4;No;P5B;VESTA 1500 LCD;8;NPVM;3459
PH 9220;-2;0;2;0;320.5600;641.1200;0;208.3615;0.0000;1;57160;04-M/16-00044;01/04-M/16-00005;7-01-2016;13:22:36;4-03-2016;18;;518;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;3459
PH 9230;-1;0;1;0;448.3600;448.3600;0;291.4365;0.0000;1;57160;04-M/16-00044;01/04-M/16-00005;7-01-2016;13:22:36;4-03-2016;18;;518;4;No;1PE-C001403-00G;;8;NPVM;3459
PH 9320;-1;0;1;0;454.7300;454.7300;0;295.5717;0.0000;1;57160;04-M/16-00044;01/04-M/16-00005;7-01-2016;13:22:36;4-03-2016;18;;518;4;No;GALLEON 2K RACK;;8;NPVM;3459
PH 9420;6;6;0;0;132.6500;-772.0200;0;90.1531;0.0000;1;57160;04-M/16-00005;01/04-M/16-00004;7-01-2016;13:10:05;8-01-2016;18;;50827;4;No;P2B-APEX;VESTA 2000 LCD;8;NPVM;
PH 9330;2;2;0;0;478.5900;-928.4600;0;325.1684;0.0000;1;57160;04-M/16-00005;01/04-M/16-00004;7-01-2016;13:10:05;8-01-2016;18;;50827;4;No;GALLEON RM-3K RACK;;8;NPVM;
PH 9230;2;2;0;0;407.2300;-790.0300;0;291.4365;0.0000;1;57160;04-M/16-00005;01/04-M/16-00004;7-01-2016;13:10:05;8-01-2016;18;;50827;4;No;1PE-C001403-00G;;8;NPVM;
PH 9220;2;2;0;0;317.4600;-615.8700;0;208.3149;0.0000;1;57160;04-M/16-00005;01/04-M/16-00004;7-01-2016;13:10:05;8-01-2016;18;;50827;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;
PH 9310;2;2;0;0;240.0800;-465.7600;0;173.4482;0.0000;1;57160;04-M/16-00005;01/04-M/16-00004;7-01-2016;13:10:05;8-01-2016;18;;50827;4;No;GALLEON RM-1K;;8;NPVM;
PH 9466;20;20;0;0;29.5100;-572.4900;0;25.2939;0.0000;1;57160;04-M/16-00005;01/04-M/16-00004;7-01-2016;13:10:05;8-01-2016;18;;50827;4;No;P6Q;SCUDO 600VA BLACK;8;NPVM;
PH 9406;50;50;0;0;24.9800;-1211.5300;0;22.0775;0.0000;1;57160;04-M/16-00005;01/04-M/16-00004;7-01-2016;13:10:05;8-01-2016;18;;50827;4;No;P6B(APEX 600);APEX 600;8;NPVM;
PH 9260;2;2;0;0;939.1400;-1821.9300;0;612.3971;0.0000;1;57160;04-M/16-00005;01/04-M/16-00004;7-01-2016;13:10:05;8-01-2016;18;;50827;4;No;P6T - WINNER PRO+ 6K;;8;NPVM;
PH 9420;-6;0;6;0;108.2400;649.4400;0;90.1531;0.0000;1;57160;04-M/16-00005;01/04-M/16-00004;7-01-2016;13:10:05;8-01-2016;18;;50827;4;No;P2B-APEX;VESTA 2000 LCD;8;NPVM;
PH 9330;-2;0;2;0;433.5600;867.1200;0;325.1684;0.0000;1;57160;04-M/16-00005;01/04-M/16-00004;7-01-2016;13:10:05;8-01-2016;18;;50827;4;No;GALLEON RM-3K RACK;;8;NPVM;
PH 9230;-2;0;2;0;394.5700;789.1400;0;291.4365;0.0000;1;57160;04-M/16-00005;01/04-M/16-00004;7-01-2016;13:10:05;8-01-2016;18;;50827;4;No;1PE-C001403-00G;;8;NPVM;
PH 9220;-2;0;2;0;285.4200;570.8400;0;208.3149;0.0000;1;57160;04-M/16-00005;01/04-M/16-00004;7-01-2016;13:10:05;8-01-2016;18;;50827;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;
PH 9310;-2;0;2;0;231.2600;462.5200;0;173.4482;0.0000;1;57160;04-M/16-00005;01/04-M/16-00004;7-01-2016;13:10:05;8-01-2016;18;;50827;4;No;GALLEON RM-1K;;8;NPVM;
PH 9466;-20;0;20;0;30.3200;606.4000;0;25.2939;0.0000;1;57160;04-M/16-00005;01/04-M/16-00004;7-01-2016;13:10:05;8-01-2016;18;;50827;4;No;P6Q;SCUDO 600VA BLACK;8;NPVM;
PH 9406;-50;0;50;0;26.9200;1346.0000;0;22.0775;0.0000;1;57160;04-M/16-00005;01/04-M/16-00004;7-01-2016;13:10:05;8-01-2016;18;;50827;4;No;P6B(APEX 600);APEX 600;8;NPVM;
PH 9260;-2;0;2;0;816.5300;1633.0600;0;612.3971;0.0000;1;57160;04-M/16-00005;01/04-M/16-00004;7-01-2016;13:10:05;8-01-2016;18;;50827;4;No;P6T - WINNER PRO+ 6K;;8;NPVM;
DTA 025;-100;0;100;0;2.5700;257.0000;0;1.0676;0.0000;2;57160;04-M/16-00004;01/04-M/16-00002;7-01-2016;13:00:05;7-01-2016;18;;50827;4;No;TUBE HY 420 WHITE 25;;8;NPVM;3459
DTA 050;-20;0;20;0;2.1900;43.8000;0;0.8398;0.0000;1;57160;04-M/16-00004;01/04-M/16-00002;7-01-2016;13:00:05;7-01-2016;18;;50827;4;No;CAN HY 420 50G;;8;NPVM;3459
DTA 126;-20;0;20;0;2.9100;58.2000;0;1.8013;0.0000;3;57160;04-M/16-00004;01/04-M/16-00002;7-01-2016;13:00:05;7-01-2016;18;;50827;4;No;#04273;;8;NPVM;3459
PH 9230;-1;0;1;0;394.5700;394.5700;0;291.4365;0.0000;1;57160;04-M/16-00004;01/04-M/16-00002;7-01-2016;13:00:05;7-01-2016;18;;50827;4;No;1PE-C001403-00G;;8;NPVM;3459
PH 9330;-2;0;2;0;433.5600;867.1200;0;325.1684;0.0000;1;57160;04-M/16-00004;01/04-M/16-00002;7-01-2016;13:00:05;7-01-2016;18;;50827;4;No;GALLEON RM-3K RACK;;8;NPVM;3459
PH 9406;-20;0;20;0;26.9200;538.4000;0;22.0775;0.0000;1;57160;04-M/16-00004;01/04-M/16-00002;7-01-2016;13:00:05;7-01-2016;18;;50827;4;No;P6B(APEX 600);APEX 600;8;NPVM;3459
PH 9408;-20;0;20;0;32.0100;640.2000;0;26.2588;0.0000;1;57160;04-M/16-00004;01/04-M/16-00002;7-01-2016;13:00:05;7-01-2016;18;;50827;4;No;P8B(APEX 800);APEX 800;8;NPVM;3459
PH 9469;-20;0;20;0;38.0700;761.4000;0;31.4727;0.0000;1;57160;04-M/16-00004;01/04-M/16-00002;7-01-2016;13:00:05;7-01-2016;18;;50827;4;No;P6W;650VA/360W WHITE;8;NPVM;3459
PH 9260;-2;0;2;2;939.1400;1878.2800;0;612.3971;0.0000;1;57160;04-M/15-00273;01/04-M/15-00358;3-12-2015;10:40:06;9-12-2015;18;;50827;4;No;P6T - WINNER PRO+ 6K;;8;NPVM;3336
PH 9406;-50;0;50;50;24.9800;1249.0000;0;22.6114;0.0000;1;57160;04-M/15-00272;01/04-M/15-00362;9-12-2015;11:03:07;9-12-2015;18;;50827;4;No;P6B(APEX 600);APEX 600;8;NPVM;
DTA 018;-100;0;100;0;0.4300;43.0000;0;0.3388;0.0000;3;57160;04-M/15-00258;01/04-M/15-00209;30-06-2015;13:17:59;9-12-2015;18;;50827;4;No;TUBE HY 710 - 0,5G;;8;NPVM;
PH 9466;-20;0;20;20;29.5100;590.2000;0;25.4714;0.0000;1;57160;04-M/15-00257;01/04-M/15-00221;16-07-2015;12:00:48;9-12-2015;18;;50827;4;No;P6Q;SCUDO 600VA BLACK;8;NPVM;
PH 9330;-2;0;2;2;478.5900;957.1800;0;325.1684;0.0000;1;57160;04-M/15-00256;01/04-M/15-00351;1-12-2015;10:24:30;9-12-2015;18;;50827;4;No;GALLEON RM-3K RACK;;8;NPVM;
PH 9230;-2;0;2;2;407.2300;814.4600;0;295.9270;0.0000;1;57160;04-M/15-00256;01/04-M/15-00351;1-12-2015;10:24:30;9-12-2015;18;;50827;4;No;1PE-C001403-00G;;8;NPVM;
PH 9220;-2;0;2;2;317.4600;634.9200;0;214.0670;0.0000;1;57160;04-M/15-00256;01/04-M/15-00351;1-12-2015;10:24:30;9-12-2015;18;;50827;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;
PH 9310;-2;0;2;2;240.0800;480.1600;0;173.4482;0.0000;1;57160;04-M/15-00256;01/04-M/15-00351;1-12-2015;10:24:30;9-12-2015;18;;50827;4;No;GALLEON RM-1K;;8;NPVM;
PU 0524;-4;0;4;0;22.5200;90.0800;0;13.0578;0.0000;1;57160;04-M/15-00256;01/04-M/15-00351;1-12-2015;10:24:30;9-12-2015;18;;50827;4;No;PP28 24 PORTS;;8;NPVM;
PH 9420;-6;0;6;6;132.6500;795.9000;0;90.9174;0.0000;1;57160;04-M/15-00255;01/04-M/15-00286;6-10-2015;17:19:16;9-12-2015;18;;50827;4;No;P2B-APEX;VESTA 2000 LCD;8;NPVM;
PH 9410;-10;0;10;0;63.7800;637.8000;0;46.3430;0.0000;1;57160;04-M/15-00236;01/04-M/15-00317;30-10-2015;15:53:21;30-10-2015;18;;50827;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;3153
PH 9404;-30;0;30;0;24.0300;720.9000;0;19.9782;0.0000;1;57160;04-M/15-00235;01/04-M/15-00314;30-10-2015;11:58:46;30-10-2015;18;;50827;4;No;P4B;APEX 400;8;NPVM;
PH 9415;-6;0;6;0;106.2200;637.3200;0;73.3278;0.0000;1;57160;04-M/15-00235;01/04-M/15-00314;30-10-2015;11:58:46;30-10-2015;18;;50827;4;No;P5B;VESTA 1500 LCD;8;NPVM;
PH 9210;-12;0;12;0;179.4600;2153.5200;0;121.7741;0.0000;2;57160;04-M/15-00235;01/04-M/15-00314;30-10-2015;11:58:46;30-10-2015;18;;50827;4;No;1PE-C001401-00G;FRIGATE 1000VA/800W;8;NPVM;
PH 9420;-2;0;2;0;132.6500;265.3000;0;85.8224;0.0000;1;57160;04-M/15-00218;01/04-M/15-00285;6-10-2015;17:15:27;6-10-2015;18;04-M/15-00103;50827;4;No;P2B-APEX;VESTA 2000 LCD;8;NPVM;
PH 9415;-4;0;4;0;106.2200;424.8800;0;73.3277;0.0000;1;57160;04-M/15-00218;01/04-M/15-00285;6-10-2015;17:15:27;6-10-2015;18;04-M/15-00103;50827;4;No;P5B;VESTA 1500 LCD;8;NPVM;
PU 0524;-2;0;2;0;22.5200;45.0400;0;13.0578;0.0000;1;57160;04-M/15-00218;01/04-M/15-00285;6-10-2015;17:15:27;6-10-2015;18;;50827;4;No;PP28 24 PORTS;;8;NPVM;
PH 9420;-2;0;2;0;132.6500;265.3000;0;85.8224;0.0000;1;57160;04-M/15-00217;01/04-M/15-00238;20-08-2015;15:52:56;6-10-2015;18;;50827;4;No;P2B-APEX;VESTA 2000 LCD;8;NPVM;2778
PH 9406;-50;0;50;0;24.9800;1249.0000;0;0.0000;0.0000;1;57160;04-M/15-00216;01/04-M/15-00257;21-09-2015;16:51:07;6-10-2015;18;;50827;4;No;P6B(APEX 600);APEX 600;8;NPVM;
PH 9408;-50;0;50;0;34.2700;1713.5000;0;0.0000;0.0000;1;57160;04-M/15-00216;01/04-M/15-00257;21-09-2015;16:51:07;6-10-2015;18;;50827;4;No;P8B(APEX 800);APEX 800;8;NPVM;
PH 9220;-3;0;3;0;317.4600;952.3800;7;201.6320;1411.4240;1;57160;04-M/15-00205;01/04-M/15-00278;29-09-2015;11:56:54;29-09-2015;18;;50827;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;
PH 9310;2;2;0;0;262.8000;-525.6000;0;157.8832;0.0000;1;57160;04-M/15-00199;01/04-M/15-00271;23-09-2015;10:57:43;23-09-2015;18;;50827;4;No;GALLEON RM-1K;;8;NPVM;
PH 9404;20;20;0;0;25.7800;-515.6000;84;20.4931;1721.4204;1;57160;04-M/15-00199;01/04-M/15-00271;23-09-2015;10:57:43;23-09-2015;18;;50827;4;No;P4B;APEX 400;8;NPVM;
PH 9310;-2;0;2;0;240.0800;480.1600;0;157.8832;0.0000;1;57160;04-M/15-00199;01/04-M/15-00271;23-09-2015;10:57:43;23-09-2015;18;;50827;4;No;GALLEON RM-1K;;8;NPVM;
PH 9404;-20;0;20;0;24.0300;480.6000;84;20.4931;1721.4204;1;57160;04-M/15-00199;01/04-M/15-00271;23-09-2015;10:57:43;23-09-2015;18;;50827;4;No;P4B;APEX 400;8;NPVM;
PH 9485;36;36;0;0;46.2800;-1666.0800;1;34.8911;34.8911;1;57160;04-M/15-00198;01/04-M/15-00269;23-09-2015;10:55:07;23-09-2015;18;;50827;4;No;P8N - VESTA 850 LCD;VESTA 850 LCD;8;NPVM;
PH 9485;-36;0;36;0;44.8700;1615.3200;1;34.8911;34.8911;1;57160;04-M/15-00198;01/04-M/15-00269;23-09-2015;10:55:07;23-09-2015;18;;50827;4;No;P8N - VESTA 850 LCD;VESTA 850 LCD;8;NPVM;
PH 0350;-20;0;20;0;13.1800;263.6000;156;9.2863;1448.6628;1;57160;04-M/15-00197;01/04-M/15-00268;23-09-2015;10:49:58;23-09-2015;18;;50827;4;No;;;8;NPVM;
PH 9320;-1;0;1;0;429.8000;429.8000;12;293.0169;3516.2028;1;57160;04-M/15-00197;01/04-M/15-00268;23-09-2015;10:49:58;23-09-2015;18;;50827;4;No;GALLEON 2K RACK;;8;NPVM;
PH 9410;-4;0;4;0;63.7800;255.1200;210;46.2830;9719.4300;1;57160;04-M/15-00197;01/04-M/15-00268;23-09-2015;10:49:58;23-09-2015;18;;50827;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;
PH 9415;-2;0;2;0;106.2200;212.4400;51;74.0252;3775.2852;1;57160;04-M/15-00197;01/04-M/15-00268;23-09-2015;10:49:58;23-09-2015;18;;50827;4;No;P5B;VESTA 1500 LCD;8;NPVM;
PH 9465;-30;0;30;0;35.0000;1050.0000;116;29.8125;3458.2500;1;57160;04-M/15-00186;01/04-M/15-00245;1-09-2015;12:20:44;21-09-2015;18;;50827;4;No;P6N;VESTA 650 LCD;8;NPVM;
PH 9230;-1;0;1;0;407.2300;407.2300;13;280.6793;3648.8309;1;57160;04-M/15-00185;01/04-M/15-00233;4-08-2015;11:45:12;21-09-2015;18;;50827;4;No;1PE-C001403-00G;;8;NPVM;
PH 9460;-8;0;8;0;33.6400;269.1200;150;24.7208;3708.1200;1;57160;04-M/15-00185;01/04-M/15-00233;4-08-2015;11:45:12;21-09-2015;18;;50827;4;No;P6V;VESTA 650 LED;8;NPVM;
PH 9485;-36;0;36;36;46.2800;1666.0800;167;34.8911;5826.8137;1;57160;04-M/15-00180;01/04-M/15-00239;20-08-2015;15:56:00;20-08-2015;18;;50827;4;No;P8N - VESTA 850 LCD;VESTA 850 LCD;8;NPVM;2778
PH 9310;-2;0;2;2;262.8000;525.6000;0;157.8832;0.0000;1;57160;04-M/15-00177;01/04-M/15-00235;6-08-2015;10:13:58;6-08-2015;18;;50827;4;No;GALLEON RM-1K;;8;NPVM;2759
PH 9404;-20;0;20;20;25.7800;515.6000;131;20.4931;2684.5961;1;57160;04-M/15-00177;01/04-M/15-00235;6-08-2015;10:13:58;6-08-2015;18;;50827;4;No;P4B;APEX 400;8;NPVM;2759
PH 9408;-12;0;12;0;34.2700;411.2400;25;26.1935;654.8375;1;57160;04-M/15-00174;01/04-M/15-00232;4-08-2015;11:39:12;4-08-2015;18;;50827;4;No;P8B(APEX 800);APEX 800;8;NPVM;
PH 9415;-2;0;2;0;106.2200;212.4400;13;72.4376;941.6888;1;57160;04-M/15-00174;01/04-M/15-00232;4-08-2015;11:39:12;4-08-2015;18;;50827;4;No;P5B;VESTA 1500 LCD;8;NPVM;
PH 9420;-2;0;2;0;132.6500;265.3000;7;87.4315;612.0205;1;57160;04-M/15-00174;01/04-M/15-00232;4-08-2015;11:39:12;4-08-2015;18;;50827;4;No;P2B-APEX;VESTA 2000 LCD;8;NPVM;
PH 9220;-1;0;1;0;317.4600;317.4600;46;201.6320;9275.0720;1;57160;04-M/15-00174;01/04-M/15-00232;4-08-2015;11:39:12;4-08-2015;18;;50827;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;
PH 9406;-20;0;20;0;24.9800;499.6000;158;22.0099;3477.5642;1;57160;04-M/15-00167;01/04-M/15-00220;16-07-2015;12:00:00;16-07-2015;18;;50827;4;No;P6B(APEX 600);APEX 600;8;NPVM;2537
PH 9420;-2;0;2;0;132.6500;265.3000;26;87.4322;2273.2372;1;57160;04-M/15-00167;01/04-M/15-00220;16-07-2015;12:00:00;16-07-2015;18;;50827;4;No;P2B-APEX;VESTA 2000 LCD;8;NPVM;2537
PH 9210;-20;0;20;0;179.4600;3589.2000;80;119.7307;9578.4560;3;57160;04-M/15-00154;01/04-M/15-00208;30-06-2015;13:16:39;1-07-2015;18;;50827;4;No;1PE-C001401-00G;FRIGATE 1000VA/800W;8;NPVM;
PH 9410;-10;0;10;0;63.7800;637.8000;486;46.2836;22493.8296;1;57160;04-M/15-00147;01/04-M/15-00168;27-05-2015;11:02:42;30-06-2015;18;;50827;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;
PH 9406;-30;0;30;0;24.9800;749.4000;354;22.2143;7863.8622;1;57160;04-M/15-00136;01/04-M/15-00182;9-06-2015;12:20:00;9-06-2015;18;;50827;4;No;P6B(APEX 600);APEX 600;8;NPVM;
PH 9408;-10;0;10;0;34.2700;342.7000;313;26.7186;8362.9218;1;57160;04-M/15-00136;01/04-M/15-00182;9-06-2015;12:20:00;9-06-2015;18;;50827;4;No;P8B(APEX 800);APEX 800;8;NPVM;
PH 9404;-10;0;10;0;24.6600;246.6000;55;20.6385;1135.1175;1;57160;04-M/15-00136;01/04-M/15-00182;9-06-2015;12:20:00;9-06-2015;18;;50827;4;No;P4B;APEX 400;8;NPVM;
PH 9210;-6;0;6;0;179.4600;1076.7600;36;119.9818;4319.3448;3;57160;04-M/15-00123;01/04-M/15-00134;23-04-2015;10:36:33;27-05-2015;18;;50827;4;No;1PE-C001401-00G;FRIGATE 1000VA/800W;8;NPVM;2236
PH 9220;-3;0;3;0;317.4600;952.3800;16;199.1592;3186.5472;3;57160;04-M/15-00123;01/04-M/15-00134;23-04-2015;10:36:33;27-05-2015;18;;50827;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;2236
PH 9210;-20;0;20;0;179.4600;3589.2000;36;119.9818;4319.3448;3;57160;04-M/15-00122;01/04-M/15-00121;16-04-2015;16:58:50;27-05-2015;18;;50827;4;No;1PE-C001401-00G;FRIGATE 1000VA/800W;8;NPVM;
PH 9210;-4;0;4;0;179.4600;717.8400;36;119.9818;4319.3448;1;57160;04-M/15-00121;01/04-M/15-00094;23-03-2015;10:06:40;27-05-2015;18;;50827;4;No;1PE-C001401-00G;FRIGATE 1000VA/800W;8;NPVM;2125
PH 9310;-1;0;1;0;240.0800;240.0800;24;157.8842;3789.2208;1;57160;04-M/15-00121;01/04-M/15-00094;23-03-2015;10:06:40;27-05-2015;18;;50827;4;No;GALLEON RM-1K;;8;NPVM;2125
PH 9408;-20;0;20;0;34.2700;685.4000;557;26.7186;14882.2602;1;57160;04-M/15-00121;01/04-M/15-00094;23-03-2015;10:06:40;27-05-2015;18;;50827;4;No;P8B(APEX 800);APEX 800;8;NPVM;2125
PH 9415;-4;0;4;0;106.2200;424.8800;8;75.5352;604.2816;1;57160;04-M/15-00094;01/04-M/15-00093;23-03-2015;10:06:10;17-04-2015;18;;50827;4;No;P5B;VESTA 1500 LCD;8;NPVM;2123
PH 9220;-2;0;2;0;317.4600;634.9200;0;208.7709;0.0000;1;57160;04-M/15-00093;01/04-M/15-00090;19-03-2015;12:11:12;17-04-2015;18;;50827;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;
PH 9320;-1;0;1;0;429.8000;429.8000;12;298.9935;3587.9220;1;57160;04-M/15-00093;01/04-M/15-00090;19-03-2015;12:11:12;17-04-2015;18;;50827;4;No;GALLEON 2K RACK;;8;NPVM;
DTA 016;-200;0;200;0;0.5000;100.0000;526;0.2826;148.6476;3;57160;04-M/15-00093;01/04-M/15-00090;19-03-2015;12:11:12;17-04-2015;18;;50827;4;No;TUBE HY 530 - 0,5G;;8;NPVM;
DTA 025;-200;0;200;0;2.2900;458.0000;1043;1.0676;1113.5068;3;57160;04-M/15-00093;01/04-M/15-00090;19-03-2015;12:11:12;17-04-2015;18;;50827;4;No;TUBE HY 420 WHITE 25;;8;NPVM;
DTA 015;-100;0;100;0;0.5300;53.0000;1366;0.2512;343.1392;2;57160;04-M/15-00093;01/04-M/15-00090;19-03-2015;12:11:12;17-04-2015;18;;50827;4;No;TUBE HY 420 WHITE1,5;;8;NPVM;
PH 9230;-1;0;1;0;407.2300;407.2300;0;286.4043;0.0000;1;57160;04-M/15-00093;01/04-M/15-00090;19-03-2015;12:11:12;17-04-2015;18;;50827;4;No;1PE-C001403-00G;;8;NPVM;
PH 9230;-1;0;1;0;491.3000;491.3000;4;273.5888;1094.3552;1;57160;04-M/15-00066;01/04-M/15-00092;20-03-2015;12:32:47;20-03-2015;18;;50827;4;No;1PE-C001403-00G;;8;NPVM;
PH 9404;-20;0;20;0;26.7800;535.6000;45;21.4196;963.8820;1;57160;04-M/15-00061;01/04-M/15-00048;18-02-2015;18:39:59;11-03-2015;18;;50827;4;No;P4B;APEX 400;8;NPVM;
PH 9330;-1;0;1;0;556.1600;556.1600;10;303.4285;3034.2850;1;57160;04-M/15-00061;01/04-M/15-00048;18-02-2015;18:39:59;11-03-2015;18;;50827;4;No;GALLEON RM-3K RACK;;8;NPVM;
PH 9406;-20;0;20;0;28.1600;563.2000;85;22.0141;1871.1985;1;57160;04-M/15-00058;01/04-M/15-00058;24-02-2015;10:27:43;5-03-2015;18;;50827;4;No;P6B(APEX 600);APEX 600;8;NPVM;
PH 9315;-1;0;1;0;366.3000;366.3000;6;200.7894;1204.7364;1;57160;04-M/15-00058;01/04-M/15-00058;24-02-2015;10:27:43;5-03-2015;18;;50827;4;No;GALLEON 1.5K RACK;;8;NPVM;
PH 9406;-20;0;20;0;27.5000;550.0000;131;22.0141;2883.8471;1;57160;04-M/15-00043;01/04-M/15-00026;4-02-2015;11:37:09;24-02-2015;18;;50827;4;No;P6B(APEX 600);APEX 600;8;NPVM;
PH 9485;-20;0;20;0;44.6900;893.8000;167;34.0160;5680.6720;1;57160;04-M/15-00042;01/04-M/15-00047;18-02-2015;18:39:13;23-02-2015;18;;50827;4;No;P8N - VESTA 850 LCD;VESTA 850 LCD;8;NPVM;1881
PH 9408;-20;0;20;0;33.2000;664.0000;162;26.5365;4298.9130;1;57160;04-M/15-00035;01/04-M/15-00009;14-01-2015;13:27:04;19-02-2015;18;;50827;4;No;P8B(APEX 800);APEX 800;8;NPVM;
PH 9408;-12;0;12;0;33.2000;398.4000;216;26.5365;5731.8840;1;57160;04-M/15-00033;01/04-M/14-00426;19-12-2014;18:12:59;18-02-2015;18;;50827;4;No;P8B(APEX 800);APEX 800;8;NPVM;
PH 9420;-4;0;4;0;128.6300;514.5200;64;85.3230;5460.6720;1;57160;04-M/15-00033;01/04-M/14-00426;19-12-2014;18:12:59;18-02-2015;18;;50827;4;No;P2B-APEX;VESTA 2000 LCD;8;NPVM;
PH 9406;-20;0;20;0;27.5000;550.0000;473;22.0141;10412.6693;1;57160;04-M/15-00033;01/04-M/14-00426;19-12-2014;18:12:59;18-02-2015;18;;50827;4;No;P6B(APEX 600);APEX 600;8;NPVM;
PH 9410;-6;0;6;0;72.2000;433.2000;30;45.8613;1375.8390;1;57160;04-M/15-00033;01/04-M/14-00426;19-12-2014;18:12:59;18-02-2015;18;;50827;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;
PH 9465;-20;0;20;0;38.5200;770.4000;380;28.9830;11013.5400;1;57160;04-M/15-00032;01/04-M/15-00036;11-02-2015;18:46:07;18-02-2015;18;;50827;4;No;P6N;VESTA 650 LCD;8;NPVM;1881
PH 9469;-10;0;10;0;37.4200;374.2000;256;29.4110;7529.2160;1;57160;04-M/15-00031;01/04-M/15-00044;18-02-2015;11:46:05;18-02-2015;18;;50827;4;No;P6W;650VA/360W WHITE;8;NPVM;
DTA 018;-100;0;100;0;0.4300;43.0000;701;0.2266;158.8466;3;57160;04-M/15-00031;01/04-M/15-00044;18-02-2015;11:46:05;18-02-2015;18;;50827;4;No;TUBE HY 710 - 0,5G;;8;NPVM;
PH 9310;-1;0;1;0;248.7800;248.7800;61;157.8842;9630.9362;1;57160;04-M/15-00031;01/04-M/15-00044;18-02-2015;11:46:05;18-02-2015;18;;50827;4;No;GALLEON RM-1K;;8;NPVM;
PH 9466;-10;0;10;0;31.9100;319.1000;288;23.4291;6747.5808;1;57160;04-M/15-00031;01/04-M/15-00044;18-02-2015;11:46:05;18-02-2015;18;;50827;4;No;P6Q;SCUDO 600VA BLACK;8;NPVM;
PU 0512;-1;0;1;0;16.6300;16.6300;2;8.1356;16.2712;1;57160;04-M/15-00024;01/04-M/15-00032;9-02-2015;12:33:03;18-02-2015;18;;50827;4;No;PP28 12 PORTS;;8;NPVM;
PH 9230;-2;0;2;0;412.6600;825.3200;45;273.5888;12311.4960;1;57160;04-M/15-00023;01/04-M/15-00022;2-02-2015;13:26:19;18-02-2015;18;;50827;4;No;1PE-C001403-00G;;8;NPVM;
;-1;0;1;0;441.8700;441.8700;23;298.9384;6875.5832;1;57160;04-M/14-00305;01/04-M/14-00415;5-12-2014;17:07:55;19-12-2014;18;;50827;4;No;GALLEON RM-3K RACK;;8;NPVM;
;-4;0;4;0;90.2700;361.0800;78;64.8071;5054.9538;1;57160;04-M/14-00305;01/04-M/14-00415;5-12-2014;17:07:55;19-12-2014;18;;50827;4;No;P5B;VESTA 1500 LCD;8;NPVM;
;-1;0;1;0;371.1700;371.1700;45;244.7872;11015.4240;1;57160;04-M/14-00305;01/04-M/14-00415;5-12-2014;17:07:55;19-12-2014;18;;50827;4;No;1PE-C001403-00G;;8;NPVM;
;-8;0;8;0;28.8100;230.4800;57;22.7048;1294.1736;1;57160;04-M/14-00301;01/04-M/14-00413;5-12-2014;13:15:25;5-12-2014;18;;50827;4;No;P8B(APEX 800);APEX 800;8;NPVM;
;-2;0;2;0;90.2700;180.5400;11;61.6887;678.5757;1;57160;04-M/14-00301;01/04-M/14-00413;5-12-2014;13:15:25;5-12-2014;18;;50827;4;No;P5B;VESTA 1500 LCD;8;NPVM;
