Referencia;Cantidad con signo;Entradas;Salidas;Cantidad Abonada;Precio;Importe;Existencia;Precio medio;Valor del inventario oficial;Escalón de precio;Codigo Cliente;Codigo Factura;Codigo Pedido;Fecha Pedido;Hora Pedido;Fecha Factura;Serie Factura;Codigo Presupuesto;Codigo Comercial;Empresa Emisora;Pedido Web;Referencia Proveedor;Referencia Fabricante;Codigo Tarifa;Nombre Tarifa;Su Num Pedido
;-1;0;1;0;291.3100;291.3100;6;175.6415;1053.8490;1;57160;04-M/14-00301;01/04-M/14-00413;5-12-2014;13:15:25;5-12-2014;18;;50827;4;No;GALLEON 1.5K RACK;;8;NPVM;
;-10;0;10;0;21.9600;219.6000;0;17.2921;0.0000;1;57160;04-M/14-00289;01/04-N/14-00022;27-11-2014;18:34:02;1-12-2014;18;;50827;4;No;P4B;APEX 400;8;NPVM;
;-10;0;10;0;155.3500;1553.5000;2;100.3913;200.7826;2;57160;04-M/14-00289;01/04-N/14-00022;27-11-2014;18:34:02;1-12-2014;18;;50827;4;No;1PE-C001401-00G;FRIGATE 1000VA/800W;8;NPVM;
;-31;0;31;0;28.8100;893.1100;1;22.4406;22.4406;1;57160;04-M/14-00289;01/04-N/14-00022;27-11-2014;18:34:02;1-12-2014;18;;50827;4;No;P8B(APEX 800);APEX 800;8;NPVM;
;-1;0;1;0;279.1000;279.1000;6;168.5535;1011.3210;1;57160;04-M/14-00288;01/04-N/14-00023;27-11-2014;18:42:40;1-12-2014;18;;50827;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;
;-3;0;3;0;291.3100;873.9300;0;173.6400;0.0000;1;57160;04-M/14-00288;01/04-N/14-00023;27-11-2014;18:42:40;1-12-2014;18;;50827;4;No;GALLEON 1.5K RACK;;8;NPVM;
;-10;0;10;0;155.3500;1553.5000;2;100.3913;200.7826;2;57160;04-M/14-00287;01/04-N/14-00024;27-11-2014;18:45:07;1-12-2014;18;;50827;4;No;1PE-C001401-00G;FRIGATE 1000VA/800W;8;NPVM;
;-2;0;2;0;279.1000;558.2000;6;168.5535;1011.3210;1;57160;04-M/14-00286;01/04-N/14-00025;27-11-2014;18:45:57;1-12-2014;18;;50827;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;
;-4;0;4;0;68.9000;275.6000;150;48.3684;7255.2600;1;45080;02-N/12-07799;01/02-N/12-10436;2-05-2012;13:21:53;2-05-2012;1;;51340;2;No;P1B-APEX;APEX 1000 LCD;8;NPVM;
;-2;0;2;0;310.7500;621.5000;4;186.4553;745.8212;2;45080;02-N/12-07799;01/02-N/12-10436;2-05-2012;13:21:53;2-05-2012;1;;51340;2;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;
;-2;0;2;0;463.5700;927.1400;45;251.4044;11313.1980;2;45080;02-N/12-11812;01/02-N/12-16051;26-07-2012;12:52:13;26-07-2012;1;;51341;2;No;1PE-C001403-00G;;8;NPVM;
;-4;0;4;0;118.0000;472.0000;77;81.0481;6240.7037;1;45080;02-N/12-12009;01/02-N/12-16289;1-08-2012;12:45:24;1-08-2012;1;;51341;2;No;P2B-APEX;VESTA 2000 LCD;8;NPVM;
;-4;0;4;0;74.0500;296.2000;221;52.0139;11495.0719;1;45080;02-N/12-13744;01/02-N/12-18740;19-09-2012;16:37:20;19-09-2012;1;;51341;2;No;P1B-APEX;APEX 1000 LCD;8;NPVM;
;-4;0;4;0;118.0000;472.0000;98;82.9623;8130.3054;1;45080;02-N/12-13744;01/02-N/12-18740;19-09-2012;16:37:20;19-09-2012;1;;51341;2;No;P2B-APEX;VESTA 2000 LCD;8;NPVM;
;-4;0;4;0;173.1400;692.5600;52;112.6022;5855.3144;2;45080;02-N/12-13906;01/02-N/12-18952;21-09-2012;16:48:42;21-09-2012;1;;51341;2;No;1PE-C001401-00G;FRIGATE 1000VA/800W;8;NPVM;
;-4;0;4;0;35.6000;142.4000;37;30.2648;1119.7976;3;45080;02-N/12-13906;01/02-N/12-18952;21-09-2012;16:48:42;21-09-2012;1;;51341;2;No;9154;;8;NPVM;
;-4;0;4;0;31.2900;125.1600;43;21.5928;0.0000;3;45080;02-N/12-13906;01/02-N/12-18952;21-09-2012;16:48:42;21-09-2012;1;;51341;2;No;STD1914SA;;8;NPVM;
;-1;0;1;0;78.2000;78.2000;34;49.3496;1677.8864;1;45080;02-M/13-00021;01/02-N/13-01458;22-01-2013;13:32:03;22-01-2013;18;02-N/13-00178;50827;2;No;SNMP CARD;;8;NPVM;
;-1;0;1;0;425.1000;425.1000;4;288.7529;1155.0116;1;45080;02-M/13-00021;01/02-N/13-01458;22-01-2013;13:32:03;22-01-2013;18;02-N/13-00178;50827;2;No;GALLEON RM-3K RACK;;8;NPVM;
;-1;0;1;0;350.6100;350.6100;6;246.7981;1480.7886;1;45080;02-M/13-00021;01/02-N/13-01458;22-01-2013;13:32:03;22-01-2013;18;02-N/13-00178;50827;2;No;GALLEON 2K RACK;;8;NPVM;
;-1;0;1;0;276.1200;276.1200;3;199.4318;598.2954;1;45080;02-M/13-00021;01/02-N/13-01458;22-01-2013;13:32:03;22-01-2013;18;02-N/13-00178;50827;2;No;GALLEON 1.5K RACK;;8;NPVM;
;-1;0;1;0;215.2800;215.2800;17;151.9696;2583.4832;1;45080;02-M/13-00021;01/02-N/13-01458;22-01-2013;13:32:03;22-01-2013;18;02-N/13-00178;50827;2;No;GALLEON RM-1K;;8;NPVM;
;-1;0;1;0;356.4600;356.4600;43;243.2825;10461.1475;1;45080;02-M/13-00021;01/02-N/13-01458;22-01-2013;13:32:03;22-01-2013;18;02-N/13-00178;50827;2;No;1PE-C001403-00G;;8;NPVM;
;-2;0;2;0;268.5500;537.1000;13;185.8768;2416.3984;1;45080;02-M/13-00021;01/02-N/13-01458;22-01-2013;13:32:03;22-01-2013;18;02-N/13-00178;50827;2;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;
;-4;0;4;0;158.3000;633.2000;98;107.7508;10559.5784;1;45080;02-M/13-00021;01/02-N/13-01458;22-01-2013;13:32:03;22-01-2013;18;02-N/13-00178;50827;2;No;1PE-C001401-00G;FRIGATE 1000VA/800W;8;NPVM;
;-4;0;4;0;102.4700;409.8800;225;79.4069;17866.5525;1;45080;02-M/13-00021;01/02-N/13-01458;22-01-2013;13:32:03;22-01-2013;18;02-N/13-00178;50827;2;No;P2B-APEX;VESTA 2000 LCD;8;NPVM;
;-4;0;4;0;87.0000;348.0000;154;65.8716;10144.2264;1;45080;02-M/13-00021;01/02-N/13-01458;22-01-2013;13:32:03;22-01-2013;18;02-N/13-00178;50827;2;No;P5B;VESTA 1500 LCD;8;NPVM;
;-4;0;4;0;62.7700;251.0800;206;49.3819;10172.6714;1;45080;02-M/13-00021;01/02-N/13-01458;22-01-2013;13:32:03;22-01-2013;18;02-N/13-00178;50827;2;No;P1B-APEX;APEX 1000 LCD;8;NPVM;
;-4;0;4;0;38.8000;155.2000;744;32.6395;24283.7880;1;45080;02-M/13-00021;01/02-N/13-01458;22-01-2013;13:32:03;22-01-2013;18;02-N/13-00178;50827;2;No;P8N - VESTA 850 LCD;VESTA 850 LCD;8;NPVM;
;-4;0;4;0;31.0600;124.2400;752;26.2864;19767.3728;1;45080;02-M/13-00021;01/02-N/13-01458;22-01-2013;13:32:03;22-01-2013;18;02-N/13-00178;50827;2;No;P6N;VESTA 650 LCD;8;NPVM;
;-4;0;4;0;27.9700;111.8800;91;23.3085;2121.0735;1;45080;02-M/13-00021;01/02-N/13-01458;22-01-2013;13:32:03;22-01-2013;18;02-N/13-00178;50827;2;No;P8B(APEX 800);APEX 800;8;NPVM;
;-20;0;20;0;27.9700;559.4000;157;22.9670;3605.8190;1;45080;02-M/13-00074;01/02-M/13-00106;26-02-2013;19:42:14;27-02-2013;18;;50827;2;No;P8B(APEX 800);APEX 800;8;NPVM;
;-20;0;20;0;31.0600;621.2000;613;25.7699;15796.9487;1;45080;02-M/13-00074;01/02-M/13-00106;26-02-2013;19:42:14;27-02-2013;18;;50827;2;No;P6N;VESTA 650 LCD;8;NPVM;
;-2;0;2;0;353.8100;707.6200;1;244.1762;244.1762;1;45080;02-M/13-00109;01/02-M/13-00144;19-03-2013;19:02:26;22-03-2013;18;;50827;2;No;GALLEON 2K RACK;;8;NPVM;
;-4;0;4;0;159.7400;638.9600;117;105.0544;12291.3648;1;45080;02-M/13-00114;01/02-M/13-00160;22-03-2013;16:46:43;22-03-2013;18;;50827;2;No;1PE-C001401-00G;FRIGATE 1000VA/800W;8;NPVM;
;-20;0;20;0;1.1700;23.4000;521;0.6821;355.3741;3;45080;02-M/13-00132;01/02-M/13-00180;5-04-2013;14:08:08;5-04-2013;18;;50827;2;Si;TUBE HY 420 WHITE 25;;8;NPVM;
;-10;0;10;0;38.8000;388.0000;672;31.5450;21198.2400;1;45080;02-M/13-00132;01/02-M/13-00180;5-04-2013;14:08:08;5-04-2013;18;;50827;2;Si;P8N - VESTA 850 LCD;VESTA 850 LCD;8;NPVM;
;-6;0;6;0;21.3200;127.9200;2;17.9000;35.8000;1;45080;02-M/13-00132;01/02-M/13-00180;5-04-2013;14:08:08;5-04-2013;18;;50827;2;Si;P4B;APEX 400;8;NPVM;
;-20;0;20;0;0.3100;6.2000;1543;0.1825;281.5975;3;45080;02-M/13-00132;01/02-M/13-00180;5-04-2013;14:08:08;5-04-2013;18;;50827;2;Si;TUBE HY 530 - 0,5G;;8;NPVM;
;-40;0;40;0;0.4300;17.2000;46;0.2615;12.0290;3;45080;02-M/13-00132;01/02-M/13-00180;5-04-2013;14:08:08;5-04-2013;18;;50827;2;Si;TUBE HY 710 - 0,5G;;8;NPVM;
;-2;0;2;0;26.7100;53.4200;17;13.0578;221.9826;1;45080;02-M/13-00132;01/02-M/13-00180;5-04-2013;14:08:08;5-04-2013;18;;50827;2;Si;PP28 24 PORTS;;8;NPVM;
;-30;0;30;0;27.9700;839.1000;317;22.6190;7170.2230;1;45080;02-M/13-00153;01/02-M/13-00143;19-03-2013;19:01:01;16-04-2013;18;;50827;2;No;P8B(APEX 800);APEX 800;8;NPVM;
;-32;0;32;0;31.0600;993.9200;459;24.8254;11394.8586;1;45080;02-M/13-00186;01/02-M/13-00171;3-04-2013;14:00:40;7-05-2013;18;;50827;2;No;P6N;VESTA 650 LCD;8;NPVM;2369
;-4;0;4;0;0.0000;0.0000;1189;18.7915;22343.0935;1;45080;02-M/13-00186;01/02-M/13-00171;3-04-2013;14:00:40;7-05-2013;18;;50827;2;No;P6B(APEX 600);APEX 600;8;NPVM;2369
;-6;0;6;0;159.7400;958.4400;88;105.7593;9306.8184;1;45080;02-M/13-00209;01/02-M/13-00294;27-05-2013;18:03:31;28-05-2013;18;;50827;2;No;1PE-C001401-00G;FRIGATE 1000VA/800W;8;NPVM;
;-10;0;10;0;21.3200;213.2000;17;17.1061;290.8037;1;45080;02-M/13-00209;01/02-M/13-00294;27-05-2013;18:03:31;28-05-2013;18;;50827;2;No;P4B;APEX 400;8;NPVM;
;-10;0;10;0;22.7500;227.5000;1945;19.2375;37416.9375;1;45080;02-M/13-00209;01/02-M/13-00294;27-05-2013;18:03:31;28-05-2013;18;;50827;2;No;P6B(APEX 600);APEX 600;8;NPVM;
;-6;0;6;0;62.6900;376.1400;356;48.1356;17136.2736;1;45080;02-M/13-00209;01/02-M/13-00294;27-05-2013;18:03:31;28-05-2013;18;;50827;2;No;P1B-APEX;APEX 1000 LCD;8;NPVM;
;-10;0;10;0;159.7400;1597.4000;37;105.7593;3913.0941;1;45080;02-M/13-00227;01/02-M/13-00318;5-06-2013;18:11:32;6-06-2013;18;;50827;2;No;1PE-C001401-00G;FRIGATE 1000VA/800W;8;NPVM;2483
;-2;0;2;0;87.6400;175.2800;95;64.4757;6125.1915;1;45080;02-M/13-00250;01/02-M/13-00324;11-06-2013;11:48:38;20-06-2013;18;;50827;2;No;P5B;VESTA 1500 LCD;8;NPVM;
;-100;0;100;0;0.3100;31.0000;887;0.1761;156.2007;3;45080;02-M/13-00250;01/02-M/13-00324;11-06-2013;11:48:38;20-06-2013;18;;50827;2;No;TUBE HY 530 - 0,5G;;8;NPVM;
;-4;0;4;0;159.7400;638.9600;10;105.7593;1057.5930;1;45080;02-M/13-00250;01/02-M/13-00324;11-06-2013;11:48:38;20-06-2013;18;;50827;2;No;1PE-C001401-00G;FRIGATE 1000VA/800W;8;NPVM;
;-4;0;4;0;103.2300;412.9200;62;77.6897;4816.7614;1;45080;02-M/13-00250;01/02-M/13-00324;11-06-2013;11:48:38;20-06-2013;18;;50827;2;No;P2B-APEX;VESTA 2000 LCD;8;NPVM;
;-100;0;100;0;0.4300;43.0000;1241;0.2132;264.5812;3;45080;02-M/13-00250;01/02-M/13-00324;11-06-2013;11:48:38;20-06-2013;18;;50827;2;No;TUBE HY 710 - 0,5G;;8;NPVM;
;-100;0;100;0;1.1700;117.0000;386;0.6581;254.0266;3;45080;02-M/13-00250;01/02-M/13-00324;11-06-2013;11:48:38;20-06-2013;18;;50827;2;No;TUBE HY 420 WHITE 25;;8;NPVM;
;-3;0;3;0;429.0000;1287.0000;11;291.6610;3208.2710;1;45080;02-M/13-00261;01/02-M/13-00361;27-06-2013;11:03:21;27-06-2013;18;;50827;2;No;GALLEON RM-3K RACK;;8;NPVM;
;-22;0;22;0;22.7500;500.5000;1386;19.2375;26663.1750;1;45080;02-M/13-00261;01/02-M/13-00361;27-06-2013;11:03:21;27-06-2013;18;;50827;2;No;P6B(APEX 600);APEX 600;8;NPVM;
;-22;0;22;0;38.8000;853.6000;659;31.6128;20832.8352;1;45080;02-M/13-00261;01/02-M/13-00361;27-06-2013;11:03:21;27-06-2013;18;;50827;2;No;P8N - VESTA 850 LCD;VESTA 850 LCD;8;NPVM;
;-30;0;30;0;27.9700;839.1000;477;23.4575;11189.2275;1;45080;02-M/13-00296;01/02-M/13-00410;17-07-2013;13:04:42;17-07-2013;18;;50827;2;No;P8B(APEX 800);APEX 800;8;NPVM;
;-4;0;4;0;62.6900;250.7600;91;48.1356;4380.3396;1;45080;02-M/13-00296;01/02-M/13-00410;17-07-2013;13:04:42;17-07-2013;18;;50827;2;No;P1B-APEX;APEX 1000 LCD;8;NPVM;
;-10;0;10;0;159.7400;1597.4000;16;108.1476;1730.3616;1;45080;02-M/13-00312;01/02-M/13-00392;8-07-2013;18:44:53;29-07-2013;18;;50827;2;No;1PE-C001401-00G;FRIGATE 1000VA/800W;8;NPVM;2.621
;-1;0;1;0;360.3600;360.3600;20;246.9217;4938.4340;1;45080;02-M/13-00313;01/02-M/13-00350;20-06-2013;18:45:10;29-07-2013;18;;50827;2;No;1PE-C001403-00G;;8;NPVM;
;-4;0;4;0;62.6900;250.7600;83;49.9056;4142.1648;1;45080;02-M/13-00335;01/02-M/13-00455;3-09-2013;12:51:07;5-09-2013;18;;50827;2;No;P1B-APEX;APEX 1000 LCD;8;NPVM;
;-1;0;1;0;87.6400;87.6400;68;66.7444;4538.6192;1;45080;02-M/13-00335;01/02-M/13-00455;3-09-2013;12:51:07;5-09-2013;18;;50827;2;No;P5B;VESTA 1500 LCD;8;NPVM;
;-10;0;10;0;22.7500;227.5000;728;19.4700;14174.1600;1;45080;02-M/13-00335;01/02-M/13-00455;3-09-2013;12:51:07;5-09-2013;18;;50827;2;No;P6B(APEX 600);APEX 600;8;NPVM;
;-100;0;100;0;0.4300;43.0000;677;0.2132;144.3364;3;45080;02-M/13-00335;01/02-M/13-00455;3-09-2013;12:51:07;5-09-2013;18;;50827;2;No;TUBE HY 710 - 0,5G;;8;NPVM;
;-2;0;2;0;103.2300;206.4600;18;76.8479;1383.2622;1;45080;02-M/13-00358;01/02-M/13-00460;5-09-2013;16:30:57;20-09-2013;18;;50827;2;No;P2B-APEX;VESTA 2000 LCD;8;NPVM;
;-2;0;2;0;62.6900;125.3800;34;48.2415;1640.2110;1;45080;02-M/13-00358;01/02-M/13-00460;5-09-2013;16:30:57;20-09-2013;18;;50827;2;No;P1B-APEX;APEX 1000 LCD;8;NPVM;
;-10;0;10;0;21.3200;213.2000;242;17.7732;4301.1144;1;45080;02-M/13-00359;01/02-M/13-00221;16-04-2013;18:16:15;20-09-2013;18;;50827;2;No;P4B;APEX 400;8;NPVM;
;-200;0;200;0;7.9000;1580.0000;5082;6.0952;30975.8064;3;45080;02-M/13-00367;01/02-M/13-00487;20-09-2013;18:01:24;26-09-2013;18;;50827;2;No;;;8;NPVM;
;-10;0;10;0;159.7400;1597.4000;58;97.4495;5652.0710;1;45080;02-M/13-00380;01/02-M/13-00486;20-09-2013;18:00:36;4-10-2013;18;;50827;2;No;1PE-C001401-00G;FRIGATE 1000VA/800W;8;NPVM;
;-1;0;1;0;360.3600;360.3600;6;222.6082;1335.6492;1;45080;02-M/13-00380;01/02-M/13-00486;20-09-2013;18:00:36;4-10-2013;18;;50827;2;No;1PE-C001403-00G;;8;NPVM;
;-50;0;50;0;0.3100;15.5000;2831;0.1575;445.8825;3;45080;02-M/13-00380;01/02-M/13-00486;20-09-2013;18:00:36;4-10-2013;18;;50827;2;No;TUBE HY 420 WHITE1,5;;8;NPVM;
;-50;0;50;0;0.9300;46.5000;31;0.5747;17.8157;3;45080;02-M/13-00380;01/02-M/13-00486;20-09-2013;18:00:36;4-10-2013;18;;50827;2;No;HY420 WHITE 5G;;8;NPVM;
;-10;0;10;0;2.5800;25.8000;437;1.6720;730.6640;3;45080;02-M/13-00396;01/02-M/13-00541;15-10-2013;11:21:40;15-10-2013;18;;50827;2;No;#04273;;8;NPVM;
;-2;0;2;0;270.9700;541.9400;3;168.7386;506.2158;1;45080;02-M/13-00396;01/02-M/13-00541;15-10-2013;11:21:40;15-10-2013;18;;50827;2;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;
;-10;0;10;0;21.3200;213.2000;195;16.7648;3269.1360;1;45080;02-M/13-00396;01/02-M/13-00541;15-10-2013;11:21:40;15-10-2013;18;;50827;2;No;P4B;APEX 400;8;NPVM;
;-200;0;200;0;0.1700;34.0000;2355;0.0834;196.4070;3;45080;02-M/13-00401;01/02-M/13-00522;4-10-2013;16:54:42;18-10-2013;18;;50827;2;No;TUBE HY 420 WHITE 0.;;8;NPVM;
;-90;0;90;0;0.2900;26.1000;0;0.1819;0.0000;3;45080;02-M/13-00401;01/02-M/13-00522;4-10-2013;16:54:42;18-10-2013;18;;50827;2;No;MINI BAG HY 530 GREY;;8;NPVM;
;-20;0;20;0;1.8700;37.4000;16;0.9944;15.9104;3;45080;02-M/13-00401;01/02-M/13-00522;4-10-2013;16:54:42;18-10-2013;18;;50827;2;No;HSPA25I;;8;NPVM;
;-20;0;20;0;0.9900;19.8000;143;0.5283;75.5469;3;45080;02-M/13-00401;01/02-M/13-00522;4-10-2013;16:54:42;18-10-2013;18;;50827;2;No;CAN HY 420 50G;;8;NPVM;
;-6;0;6;0;159.7400;958.4400;40;97.8305;3913.2200;1;45080;02-M/13-00401;01/02-M/13-00522;4-10-2013;16:54:42;18-10-2013;18;;50827;2;No;1PE-C001401-00G;FRIGATE 1000VA/800W;8;NPVM;
;-20;0;20;0;22.7500;455.0000;85;17.9887;1529.0395;1;45080;02-M/13-00407;01/02-M/13-00551;18-10-2013;16:36:55;21-10-2013;18;;50827;2;No;P6B(APEX 600);APEX 600;8;NPVM;
;-30;0;30;0;27.9700;839.1000;6;21.5865;129.5190;1;45080;02-M/13-00407;01/02-M/13-00551;18-10-2013;16:36:55;21-10-2013;18;;50827;2;No;P8B(APEX 800);APEX 800;8;NPVM;
;-8;0;8;0;62.6900;501.5200;25;45.5715;1139.2875;1;45080;02-M/13-00413;01/02-M/13-00565;25-10-2013;12:32:14;25-10-2013;18;;50827;2;No;P1B-APEX;APEX 1000 LCD;8;NPVM;2959
;-20;0;20;0;46.0000;920.0000;93;35.8473;3333.7989;3;45080;02-M/13-00413;01/02-M/13-00565;25-10-2013;12:32:14;25-10-2013;18;;50827;2;No;P7B;ORION 750 LCD;8;NPVM;2959
;-4;0;4;0;87.6400;350.5600;34;60.8064;2067.4176;1;45080;02-M/13-00419;01/02-M/13-00552;18-10-2013;16:46:59;30-10-2013;18;;50827;2;No;P5B;VESTA 1500 LCD;8;NPVM;
;-1;0;1;0;429.0000;429.0000;5;266.2793;1331.3965;1;45080;02-M/13-00419;01/02-M/13-00552;18-10-2013;16:46:59;30-10-2013;18;;50827;2;No;GALLEON RM-3K RACK;;8;NPVM;
;-4;0;4;0;103.2300;412.9200;67;72.1066;4831.1422;1;45080;02-M/13-00419;01/02-M/13-00552;18-10-2013;16:46:59;30-10-2013;18;;50827;2;No;P2B-APEX;VESTA 2000 LCD;8;NPVM;
;-36;0;36;0;19.9500;718.2000;127;16.7648;2129.1296;1;45080;02-M/13-00428;01/02-M/13-00578;5-11-2013;10:08:41;5-11-2013;18;;50827;2;No;P4B;APEX 400;8;NPVM;
;-36;0;36;0;21.3000;766.8000;534;17.9170;9567.6780;1;45080;02-M/13-00428;01/02-M/13-00578;5-11-2013;10:08:41;5-11-2013;18;;50827;2;No;P6B(APEX 600);APEX 600;8;NPVM;
;-36;0;36;0;25.7000;925.2000;130;21.5066;2795.8580;1;45080;02-M/13-00428;01/02-M/13-00578;5-11-2013;10:08:41;5-11-2013;18;;50827;2;No;P8B(APEX 800);APEX 800;8;NPVM;
;-1;0;1;0;429.0000;429.0000;13;265.8225;3455.6925;1;45080;02-M/13-00473;01/02-M/13-00548;18-10-2013;12:03:13;5-12-2013;18;;50827;2;No;GALLEON RM-3K RACK;;8;NPVM;
;-2;0;2;0;360.3600;720.7200;27;224.1397;6051.7719;1;45080;02-M/13-00473;01/02-M/13-00548;18-10-2013;12:03:13;5-12-2013;18;;50827;2;No;1PE-C001403-00G;;8;NPVM;
;-4;0;4;0;159.7400;638.9600;32;97.6490;3124.7680;1;45080;02-M/13-00473;01/02-M/13-00548;18-10-2013;12:03:13;5-12-2013;18;;50827;2;No;1PE-C001401-00G;FRIGATE 1000VA/800W;8;NPVM;
;-100;0;100;0;0.3100;31.0000;1445;0.1575;227.5875;3;45080;02-M/13-00473;01/02-M/13-00548;18-10-2013;12:03:13;5-12-2013;18;;50827;2;No;TUBE HY 420 WHITE1,5;;8;NPVM;
;-2;0;2;0;87.6400;175.2800;63;61.3415;3864.5145;1;45080;02-M/13-00489;01/02-M/13-00643;5-12-2013;18:13:11;17-12-2013;18;;50827;2;No;P5B;VESTA 1500 LCD;8;NPVM;
;-2;0;2;0;103.2300;206.4600;24;72.7852;1746.8448;1;45080;02-M/13-00489;01/02-M/13-00643;5-12-2013;18:13:11;17-12-2013;18;;50827;2;No;P2B-APEX;VESTA 2000 LCD;8;NPVM;
;-1;0;1;0;1214.8500;1214.8500;1;741.9225;741.9225;1;45080;02-M/13-00496;01/02-M/13-00659;16-12-2013;18:44:41;17-12-2013;18;;50827;2;No;GALLEON ONE 10K;;8;NPVM;
;-20;0;20;0;38.8000;776.0000;106;29.9043;3169.8558;1;45080;02-M/13-00507;01/02-M/13-00679;23-12-2013;18:23:36;24-12-2013;18;;50827;2;No;P8N - VESTA 850 LCD;VESTA 850 LCD;8;NPVM;
;-2;0;2;0;282.8300;565.6600;2;180.4725;360.9450;1;45080;02-M/13-00509;01/02-M/13-00681;24-12-2013;12:46:16;26-12-2013;18;;50827;2;No;GALLEON 1.5K RACK;;8;NPVM;
;-18;0;18;0;159.7400;2875.3200;13;97.6989;1270.0857;1;45080;04-M/14-00006;01/02-M/13-00680;23-12-2013;18:26:24;14-01-2014;18;;50827;4;No;1PE-C001401-00G;FRIGATE 1000VA/800W;8;NPVM;
;-100;0;100;0;0.4300;43.0000;785;0.2309;181.2565;3;45080;04-M/14-00006;01/02-M/13-00680;23-12-2013;18:26:24;14-01-2014;18;;50827;4;No;TUBE HY 710 - 0,5G;;8;NPVM;
;-100;0;100;0;1.1700;117.0000;862;0.6036;520.3032;3;45080;04-M/14-00006;01/02-M/13-00680;23-12-2013;18:26:24;14-01-2014;18;;50827;4;No;TUBE HY 420 WHITE 25;;8;NPVM;
;-100;0;100;0;0.3700;37.0000;3676;0.1610;591.8360;1;45080;04-M/14-00006;01/02-M/13-00680;23-12-2013;18:26:24;14-01-2014;18;;50827;4;No;TUBE HY 530 - 0,5G;;8;NPVM;
;-10;0;10;0;62.6900;626.9000;80;45.2751;3622.0080;1;45080;04-M/14-00006;01/02-M/13-00680;23-12-2013;18:26:24;14-01-2014;18;;50827;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;
;-8;0;8;0;159.7400;1277.9200;53;99.7105;5284.6565;1;45080;04-M/14-00013;01/02-M/14-00007;14-01-2014;18:22:51;17-01-2014;18;;50827;4;No;1PE-C001401-00G;FRIGATE 1000VA/800W;8;NPVM;
;-20;0;20;0;31.9900;639.8000;57;24.2894;1384.4958;1;45080;04-M/14-00040;01/04-M/14-00043;18-02-2014;18:03:39;19-02-2014;18;;50827;4;No;P6N;VESTA 650 LCD;8;NPVM;
;-20;0;20;0;13.6400;272.8000;648;9.5506;6188.7888;1;45080;04-M/14-00040;01/04-M/14-00043;18-02-2014;18:03:39;19-02-2014;18;;50827;4;No;;;8;NPVM;
;-100;0;100;0;0.9300;93.0000;165;0.5487;90.5355;3;45080;04-M/14-00040;01/04-M/14-00043;18-02-2014;18:03:39;19-02-2014;18;;50827;4;No;HY420 WHITE 5G;;8;NPVM;
;-1;0;1;0;371.1700;371.1700;29;231.5159;6713.9611;1;45080;04-M/14-00049;01/04-M/14-00031;11-02-2014;13:04:23;2-04-2014;18;;50827;4;No;1PE-C001403-00G;;8;NPVM;
;-2;0;2;0;279.1000;558.2000;13;175.4907;2281.3791;1;45080;04-M/14-00052;01/04-M/14-00044;18-02-2014;18:06:30;2-04-2014;18;;50827;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;
;-1;0;1;0;1251.3000;1251.3000;2;742.6704;1485.3408;1;45080;04-M/14-00070;01/04-M/14-00094;23-04-2014;11:11:33;23-04-2014;18;;50827;4;No;GALLEON ONE 10K;;8;NPVM;
;-20;0;20;0;23.4300;468.6000;824;18.3140;15090.7360;1;45080;04-M/14-00077;01/04-M/14-00086;14-04-2014;10:36:54;28-04-2014;18;;50827;4;No;P6B(APEX 600);APEX 600;8;NPVM;
;-2;0;2;0;106.3300;212.6600;129;73.8346;9524.6634;1;45080;04-M/14-00077;01/04-M/14-00086;14-04-2014;10:36:54;28-04-2014;18;;50827;4;No;P2B-APEX;VESTA 2000 LCD;8;NPVM;
;-4;0;4;0;164.5300;658.1200;22;100.2819;2206.2018;1;45080;04-M/14-00077;01/04-M/14-00086;14-04-2014;10:36:54;28-04-2014;18;;50827;4;No;1PE-C001401-00G;FRIGATE 1000VA/800W;8;NPVM;
;-4;0;4;0;164.5300;658.1200;17;100.2819;1704.7923;1;45080;04-M/14-00078;01/04-M/14-00061;13-03-2014;16:33:00;28-04-2014;18;;50827;4;No;1PE-C001401-00G;FRIGATE 1000VA/800W;8;NPVM;
;-20;0;20;0;28.8100;576.2000;151;22.0185;3324.7935;1;45080;04-M/14-00078;01/04-M/14-00061;13-03-2014;16:33:00;28-04-2014;18;;50827;4;No;P8B(APEX 800);APEX 800;8;NPVM;
;-8;0;8;0;64.5700;516.5600;249;46.3095;11531.0655;1;45080;04-M/14-00078;01/04-M/14-00061;13-03-2014;16:33:00;28-04-2014;18;;50827;4;No;P1B-APEX;APEX 1000 LCD;8;NPVM;
;-2;0;2;0;279.1000;558.2000;9;172.4578;1552.1202;1;45080;04-M/14-00089;01/04-M/14-00116;13-05-2014;13:47:03;13-05-2014;18;;50827;4;No;1PE-C001402-00G;FRIGATE 2K;8;NPVM;
